ticker,sector,industry,earnings_date,currency,curr_price_date,foll_price_date,current_price,following_price,percent_change,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
WIT,Information Technology,IT Services,2017-03-31,INR,2017-04-07,2018-03-09,3.7277,4.0541,0.0875606942618773,158858000000,550402000000,391544000000,391544000000,93879000000,66606000000,0,460300000000,None,15391000000,16477000000,-3777000000,None,0,None,None,110356000000,25213000000,None,85143000000,None,135379000000,None,84895000000,92773000000,None,None,None,None,23107000000,20853000000,0,1475000000,None,-116283000000,-22752000000,None,None,None,None,8734000000,8734000000,None,None,None,None,-25000000000,None,0,0,793516000000,538898000000,52710000000,52710000000,3915000000,None,254618000000,69794000000,0,15922000000,15922000000,125796000000,None,7103000000,292030000000,18719000000,36003000000,270821000000,229543000000,None,None,None,122801000000,41278000000,0,14954000000,122801000000,None,142412000000,31991000000,1265000000,520304000000,0,490930000000,4861000000,6445790276
TEL,Information Technology,"Electronic Equipment, Instruments & Components",2017-09-30,USD,2017-10-06,2018-09-07,79.4202,84.6688,0.0660864616306684,4183000000,12983000000,10570000000,8002000000,1876000000,1543000000,548000000,2502000000,None,-130000000,20000000,130000000,12185000000,-42000000,442000000,169000000,1863000000,180000000,130000000,1540000000,2065000000,1993000000,2162000000,1683000000,2321000000,210000000,None,171000000,536000000,611000000,702000000,253000000,270000000,1683000000,-932000000,-814000000,-330000000,614000000,614000000,None,546000000,546000000,None,None,None,None,-497000000,None,571000000,-4000000,19403000000,5926000000,1218000000,1218000000,1647000000,2290000000,13477000000,3159000000,5779000000,7492000000,1841000000,5651000000,None,None,None,923000000,428000000,9652000000,3847000000,1387000000,75000000,710000000,710000000,5531000000,None,4344000000,710000000,3634000000,4344000000,1613000000,441000000,9751000000,421000000,10175000000,157000000,355000000
AMX,Communication Services,Wireless Telecommunication Services,2017-12-31,JPY,2018-01-05,2018-12-07,15.8545,12.8416,-0.19003437509855248,525297789000,1021633535000,496335746000,496335746000,100143303000,240634431000,0,425154486000,None,-39897019000,-43046459000,37652339000,None,0,None,160174942000,57096844000,24941511000,None,32155333000,None,91919771000,252094713000,29325921000,217772375000,None,None,None,None,160174942000,136723678000,0,-2991009000,None,-140743523000,-76038095000,None,None,None,None,16091390000,16091390000,None,None,None,None,-1233371000,None,0,0,1486211852000,342235218000,24270473000,24270473000,38809565000,None,1143976634000,676343198000,0,143539626000,143539626000,151463232000,None,3735172000,59120676000,25390130000,52324057000,1225578335000,413336497000,None,None,None,51745841000,812241838000,36962000,646139058000,51708879000,None,697884899000,219374475000,166103000000,194164312000,0,171087598000,96338508000,3303500000
EXC,Utilities,Electric Utilities,2017-12-31,USD,2018-01-05,2018-12-07,23.6125,30.0219,0.2714409740603493,11110000000,33558000000,22421000000,14091000000,4388000000,2861000000,None,29619000000,8000000,-1524000000,-1560000000,1524000000,207000000,947000000,3293000000,4398000000,3723000000,-126000000,1524000000,3881000000,3952000000,4388000000,9645000000,3849000000,7480000000,2864000000,None,-249000000,470000000,3828000000,7584000000,470000000,72000000,3869000000,-7971000000,767000000,-261000000,None,None,None,1236000000,1236000000,None,1150000000,3470000000,None,257000000,None,276000000,None,116770000000,11896000000,898000000,898000000,1651000000,4495000000,105055000000,74202000000,21064000000,6650000000,395000000,6677000000,1313000000,640000000,207000000,1260000000,1330000000,84583000000,10798000000,3532000000,35000000,3017000000,929000000,60671000000,None,34047000000,2088000000,32176000000,34976000000,1069000000,2097000000,29896000000,123000000,14081000000,18964000000,963335888
HSY,Consumer Staples,Food Products,2017-12-31,USD,2018-01-05,2018-12-07,102.6249,100.0904,-0.02469673539267755,3455376000,7515426000,4060050000,4060050000,1313409000,1885492000,45850000,2260700000,1784000,-100066000,1784000,100066000,-51260000,-104459000,211592000,23376000,1137112000,354131000,100066000,756537000,845123000,1237178000,1260554000,782981000,1249515000,184843000,None,-123987000,60071000,261853000,257675000,6881000,71404000,756537000,-328664000,-843768000,-81426000,300312000,300312000,None,526272000,526272000,None,None,954000,None,-237024000,None,83212000,6129000,5553726000,2001910000,380179000,380179000,752836000,588262000,3551816000,2106697000,2354026000,1190217000,369156000,821061000,2425000,None,None,130774000,251879000,4622161000,2076543000,523229000,None,859457000,559359000,2800348000,None,2361121000,300098000,2061023000,2920480000,693857000,438939000,915338000,6426877000,6371082000,359901000,210860817
MCHP,Information Technology,Semiconductors & Semiconductor Equipment,2017-03-31,USD,2017-04-07,2018-03-09,34.3387,46.6822,0.3594632295340242,1757200000,3407800000,1650600000,1650611000,275800000,499800000,545300000,1481400000,3079000,-146346000,-46000,146300000,-42333000,1300000,122900000,346300000,83800000,-80800000,190225000,170600000,153600000,230100000,576400000,164600000,1841101000,176751000,None,-18470000,-176880000,469200000,10200000,46831000,-223700000,164600000,-2838000000,595500000,575000000,0,0,None,315429000,315429000,None,42200000,0,None,42210000,None,-1184000000,-1000000,17588600000,2104000000,397100000,402300000,708800000,807500000,15620300000,909700000,2070200000,12604300000,5939500000,6664800000,None,None,5200000,185400000,232200000,11972000000,2336600000,209300000,None,1443700000,None,9763800000,None,9580500000,1400800000,8179700000,9580500000,None,358000000,5616600000,520800000,3420500000,200000,239534856
SPG,Real Estate,Equity Real Estate Investment Trusts (REITs),2017-12-31,USD,2018-01-05,2018-12-07,134.4306,157.9123,0.17467525994825575,3508970000,5527336000,2029670000,540077000,2802340000,202837000,None,1609766000,None,-809393000,-409123000,809393000,3458862000,275299000,None,1275452000,2268246000,23343000,938011000,3202610000,1951634000,2802340000,4077792000,1947962000,3593788000,814729000,None,None,159115000,77387000,732100000,26170000,-1818350.74,2244903000,-761467000,-1910071000,None,407002000,407002000,None,2231259000,2571776000,None,None,None,None,-407002000,None,922250000,None,32257638000,1482309000,1482309000,1482309000,2155784.77,None,5969048000,4014274000,None,20098000,188459000,20098000,26447855000,1934676000,88300000,584190000,24707957000,27828394000,3654035000,None,None,None,978467000,24364839000,None,24632463000,978467000,23400000000,24632463000,1406378000,520363000,3686168000,1079063000,-4782173000,32000,320330774
BK,Financials,Capital Markets,2017-12-31,USD,2018-01-05,2018-12-07,49.1828,43.6554,-0.11238481745650919,6117000000,15543000000,10933000000,1050000000,-3165000000,9073000000,None,9282000000,70000000,3308000000,4382000000,1074000000,12165000000,70000000,None,209000000,4586000000,496000000,1074000000,4114000000,5498000000,5660000000,5869000000,4090000000,4667000000,1645000000,20000000,-1034000000,694000000,209000000,1197000000,None,None,4114000000,-32705000000,26778000000,8249000000,2686000000,2686000000,None,1076000000,901000000,175000000,34000000,4738000000,0,-2221000000,None,560000000,189000000,371758000000,5382000000,5382000000,5382000000,4000000,None,21989000000,1634000000,None,20975000000,3411000000,17564000000,139517000000,109356000000,79543000000,-114994000000,139677000000,330012000000,13321000000,None,394000000,11135000000,11135000000,486000000,None,27979000000,3075000000,367000000,39114000000,276241000000,21213000000,41251000000,12248000000,25635000000,14000000,1013442445
LCID,Consumer Discretionary,Automobiles,2020-12-31,USD,2021-01-08,2021-12-10,10.03,37.66,2.7547357926221334,906000,3976000,3070000,3070000,-599227000,89023000,511110000,2152960,None,-64000,None,64000,-139000,-690000,None,10217000,-719568000,-188000,64000,-4305920,-719380000,-719504000,-709287000,-719380000,-570196000,51000,None,-3158000,-17785000,10217000,459582000,-148000,359000,-4305920,-459582000,1290545000,None,0,0,None,None,None,None,None,None,None,3285000,None,-4305920,None,1402681000,662556000,614412000,614917000,1043000,260000,2070086006,713274000,24771000,None,None,None,None,None,505000,24496000,26851000,227382000,185283000,17333000,8028000,980000,980000,81422,0,None,980000,0,980000,151753000,39139000,5000006,0,63467875,3000,28791702000
HLT,Consumer Discretionary,"Hotels, Restaurants & Leisure",2017-12-31,USD,2018-01-05,2018-12-07,78.0479,72.2765,-0.07394689671342855,1428000000,8131000000,7712000000,6931000000,1132000000,434000000,None,781000000,None,-408000000,-57000000,351000000,-57000000,29000000,59000000,336000000,1420000000,336000000,468000000,1264000000,1281000000,1771000000,2107000000,1084000000,849000000,314000000,None,100000000,242000000,336000000,208000000,234000000,0,1089000000,-147000000,-1724000000,None,891000000,891000000,None,195000000,195000000,None,None,1824000000,None,-891000000,None,-1022000000,None,14228000000,2007000000,570000000,570000000,None,1034000000,12221000000,353000000,450000000,6532000000,1342000000,5190000000,None,11000000,100000000,169000000,291000000,12537000000,2462000000,282000000,97000000,46000000,46000000,10866000000,None,6348000000,46000000,None,6348000000,1880000000,920000000,1688000000,891000000,-6596000000,3000000,317420933
MNST,Consumer Staples,Beverages,2017-12-31,USD,2018-01-05,2018-12-07,63.49,57.41,-0.09576311230114987,2137690000,3366906000,1759155000,1231355000,1198787000,387000000,None,938903000,None,2836000,2836000,-80000,-2139000,2836000,None,48900000,1201623000,380945000,None,820678000,827268000,1198787000,1247687000,820678000,987731000,389565000,None,2713000,25773000,48887000,93128000,-136822000,88867000,820678000,-531541000,-311135000,-2583000,361178000,361178000,None,None,None,None,52626000,None,None,-308552000,None,151040000,5985000,4791012000,2086377000,528622000,1201555000,255745000,449476000,2612302000,230276000,138810000,2365728000,1034085000,1331643000,675299000,2366000,672933000,179601000,13932000,895800000,560351000,245910000,377590000,None,None,335449000,None,None,None,None,None,271205000,1095000,3895212000,3170129000,2928226000,3146000,566298000
RSG,Industrials,Commercial Services & Supplies,2017-12-31,USD,2018-01-05,2018-12-07,63.4413,70.6819,0.1141307003481959,2215300000,12071100000,7463500000,6214600000,1668500000,1057400000,None,1279500000,1000000,-361900000,1000000,361900000,-800000,2700000,None,66700000,1281500000,3100000,362700000,1279000000,1286800000,1643400000,1710100000,1278400000,1910700000,400300000,None,-2200000,155300000,1036300000,989800000,118900000,None,1279000000,-1330200000,-514400000,None,610700000,610700000,None,441200000,440500000,None,36900000,4791100000,None,-573800000,None,15500000,None,21147000000,1436800000,83300000,83300000,51200000,1134500000,19824200000,7777400000,8044700000,11456500000,141100000,11315400000,26000000,26000000,3000000,247600000,450300000,13188200000,2634800000,598100000,312100000,719300000,12600000,9859600000,None,8187400000,706700000,None,8200000000,1017900000,312100000,7958800000,1059400000,4152500000,3500000,333926000
WELL,Real Estate,Equity Real Estate Investment Trusts (REITs),2017-12-31,USD,2018-01-05,2018-12-07,51.9381,65.041,0.25227915537919177,1001539000,4316641000,3315102000,2083925000,-3193262000,122008000,None,4017025000,None,-397322000,73811000,471133000,1406346000,261125000,None,921720000,542902000,20128000,508374000,196363000,580840000,1014035000,1935755000,522774000,1434177000,498675000,None,26809000,-23486000,921720000,805264000,None,None,540613000,154581000,-1913527000,74000000,None,287500000,287500000,1326731000,1277321000,None,621987000,249272000,None,347429000,None,-297917000,26852000,27944445000,553080000,243777000,243777000,None,None,3763428000,2872488000,None,445355000,377034000,68321000,27051430000,445585000,65526000,65526000,24241107000,12643799000,1630863000,None,None,None,719000000,11388130000,72238000,11035855000,719000000,None,11035855000,911863000,911863000,14423147000,64559000,5316580000,372449000,371731551
A,Health Care,Life Sciences Tools & Services,2017-10-31,USD,2017-11-10,2018-10-12,64.6237,64.6544,0.0004750579121900472,2409000000,4472000000,2063000000,2073000000,807000000,1251000000,341000000,1718000000,22000000,-79000000,22000000,79000000,-2000000,53000000,94000000,120000000,803000000,119000000,79000000,684000000,841000000,807000000,1002000000,684000000,889000000,145000000,None,40000000,146000000,212000000,176000000,81000000,61000000,684000000,-304000000,-202000000,110000000,194000000,194000000,None,170000000,170000000,None,None,None,None,-128000000,None,389000000,8000000,8426000000,4169000000,2678000000,2678000000,575000000,801000000,4275000000,757000000,843000000,2968000000,361000000,2607000000,106000000,138000000,None,192000000,394000000,3591000000,1263000000,305000000,291000000,210000000,210000000,2537000000,None,1790000000,210000000,1801000000,2000000000,181000000,293000000,4831000000,0,-126000000,3000000,322000000
CTVA,Materials,Chemicals,2019-12-31,USD,2020-01-10,2020-12-11,27.429,37.8428,0.3796638594188632,1499000000,13846000000,12347000000,8575000000,-3420000000,3065000000,1147000000,4919000000,None,58000000,59000000,1000000,-174000000,None,525000000,485000000,-1005000000,-46000000,136000000,-270000000,-2083000000,-1004000000,-519000000,-959000000,1070000000,793000000,None,149000000,287000000,1599000000,1163000000,361000000,-74000000,-941000000,-904000000,-2929000000,-1868000000,25000000,25000000,None,194000000,511000000,None,None,1001000000,None,22000000,None,-2763000000,None,108683000000,22972000000,2270000000,2275000000,5310000000,5260000000,29044000000,4544000000,2796000000,22248000000,12055000000,10193000000,None,138000000,5000000,1038000000,1932000000,34023000000,13310000000,3798000000,None,2154000000,1889000000,20220000000,67000000,6038000000,263000000,5775000000,2068000000,4322000000,1795000000,74660000000,None,0,0,750000000
MSCI,Financials,Capital Markets,2017-12-31,USD,2018-01-05,2018-12-07,127.7172,145.5236,0.1394205322384141,1000491000,1274172000,273681000,273913000,579770000,265200000,75849000,387053000,6314000,-116098000,6314000,116098000,1274172000,-3087000,35440000,44547000,466899000,162927000,116098000,303972000,316360000,582997000,627544000,303972000,404158000,112502000,None,64174000,113132000,35440000,48817000,105593000,None,303972000,-48046000,-267543000,None,150461000,150461000,None,119795000,119717000,None,None,None,None,-147826000,None,97668000,9099000,3275668000,1267129000,889502000,889502000,None,327597000,1996526000,94437000,171280000,1882457000,321836000,1560621000,None,None,None,50030000,19632000,2874656000,607671000,1612000,374365000,None,2078093000,2266985000,None,2078093000,2078093000,2078093000,-21900000,231694000,110865000,401012000,2321989000,1505204000,1295000,90104885
AFL,Financials,Insurance,2017-12-31,USD,2018-01-05,2018-12-07,40.5107,39.957,-0.0136679938880345,-6660000000,21667000000,28327000000,14629000000,4087000000,2780000000,None,4149000000,-114000000,-240000000,-240000000,240000000,18389000000,-69000000,50000000,53000000,4018000000,-586000000,240000000,4604000000,6002000000,4258000000,4311000000,4604000000,6128000000,196000000,None,1650000000,91000000,1185000000,None,91000000,None,4604000000,-5431000000,-2065000000,None,1351000000,1351000000,None,661000000,661000000,None,None,1040000000,None,-1260000000,33000000,-1368000000,0,137217000000,3491000000,3491000000,3491000000,None,None,434000000,434000000,547000000,9505000000,9505000000,None,120499000000,82524000000,85336000000,-71849000000,2212000000,112619000000,176000000,None,None,None,5289000000,5289000000,22000000,10597000000,None,None,10597000000,107330000000,99147000000,24598000000,11512000000,29895000000,135000000,390455000
SYY,Consumer Staples,Food & Staples Retailing,2016-06-30,USD,2016-07-08,2017-06-09,44.97,49.0216,0.09009561930175675,9040472000,49873085000,3394310000,2600000000,1850500000,100000000,None,7189972000,None,-306146000,-259009000,47137000,-187688000,None,608700000,662710000,1433007000,483385000,133597000,949622000,514700000,1850500000,2142854000,949622000,1988347000,234704000,None,-119060000,-118390000,691137000,527346000,27311000,-66937000,949622000,-769102000,-2459936000,0,1949445000,1949445000,None,698869000,698869000,None,None,5134709000,None,-1384590000,None,-1379018000,-138327000,17756655000,8033438000,869502000,869502000,2995598000,4029153000,5345915000,4377302000,5321831000,4953639000,1037511000,3916128000,None,None,None,139185000,249804000,15375139000,6095886000,3971112000,None,534013000,3938000,9196414000,None,7660877000,530075000,None,3938000,14540000,1373822000,2381516000,7896043000,9447755000,765175000,534127936
KMI,Energy,"Oil, Gas & Consumable Fuels",2017-12-31,USD,2018-01-05,2018-12-07,14.8874,13.4006,-0.09986968846138337,8393000000,13705000000,5312000000,4345000000,3529000000,673000000,None,3145000000,None,-1832000000,-1254000000,1832000000,-4000000,97000000,None,281000000,2121000000,1938000000,4000000,223000000,252000000,3529000000,3810000000,183000000,4601000000,1854000000,144000000,184000000,186000000,2261000000,3188000000,71000000,90000000,223000000,-3403000000,-1681000000,None,250000000,0,None,1120000000,1120000000,156000000,0,None,None,-250000000,None,-420000000,22000000,79055000000,2715000000,264000000,264000000,424000000,1448000000,76758000000,40155000000,14175000000,25261000000,3099000000,22162000000,114000000,7298000000,7935593.70,238000000,1582000000,43931000000,6181000000,1340000000,None,2828000000,2828000000,37750000000,None,36916000000,924000000,35015000000,36916000000,3353000000,2735000000,33636000000,None,-7754000000,22000000,2217110072
KR,Consumer Staples,Food & Staples Retailing,2017-01-28,USD,2017-02-03,2018-01-05,30.5814,25.0174,-0.18194065673906362,23619000000,114815000000,91196000000,89502000000,3452000000,1631000000,None,1694000000,None,-522000000,None,522000000,115337000000,None,None,63000000,2932000000,957000000,522000000,1957000000,1940000000,3454000000,3517000000,1975000000,4272000000,1062000000,None,159000000,492000000,2340000000,3699000000,110000000,382000000,1957000000,-3875000000,-352000000,435000000,1766000000,1766000000,None,429000000,429000000,None,68000000,2781000000,None,-1698000000,None,45000000,None,36505000000,10340000000,322000000,322000000,6561000000,1649000000,26165000000,21016000000,19572000000,4184000000,1153000000,3031000000,None,None,None,None,965000000,29795000000,12860000000,5818000000,None,2252000000,None,17388000000,None,13315000000,2197000000,11118000000,13315000000,3305000000,1659000000,6698000000,13118000000,15543000000,None,929000000
WBA,Consumer Staples,Food & Staples Retailing,2017-08-31,USD,2017-09-08,2018-08-10,69.9599,58.1605,-0.16865947492778013,29162000000,118214000000,89052000000,89052000000,5484000000,23813000000,None,25755000000,None,-693000000,-741000000,693000000,118214000000,62000000,1300000000,717000000,4838000000,760000000,693000000,4093000000,4019000000,5531000000,6248000000,4078000000,7255000000,2181000000,None,1673000000,55000000,1654000000,1351000000,153000000,-98000000,4101000000,-843000000,-12934000000,33000000,5220000000,5220000000,None,1723000000,1723000000,None,None,None,None,-5003000000,None,-6506000000,20000000,66009000000,19753000000,3301000000,3301000000,8899000000,6528000000,46256000000,13642000000,9318000000,25788000000,10156000000,15632000000,6320000000,6320000000,203000000,1025000000,506000000,38543000000,18547000000,12494000000,None,251000000,251000000,19188000000,None,13027000000,251000000,12684000000,13278000000,4245000000,4223000000,27466000000,9971000000,30137000000,12000000,1055200000
DVN,Energy,"Oil, Gas & Consumable Fuels",2017-12-31,USD,2018-01-05,2018-12-07,36.1901,22.9647,-0.36544248288896686,5268000000,6501000000,8681000000,3559000000,4154000000,872000000,None,1114000000,None,-459000000,-337000000,459000000,640000000,217000000,None,None,905000000,7000000,336000000,33000000,1010000000,1364000000,1230000000,898000000,2909000000,481000000,None,315000000,334000000,1008000000,1614000000,276000000,None,1078000000,-2210000000,9000000,None,None,None,None,127000000,127000000,None,None,None,None,501000000,None,714000000,6000000,30241000000,4791000000,2642000000,2673000000,None,1833000000,40265000000,14584000000,None,3880000000,1497000000,841000000,212000000,None,31000000,400000000,296000000,20987000000,3315000000,1999000000,None,115000000,0,12822000000,None,21014000000,115000000,6749000000,6864000000,828000000,549000000,9254000000,None,702000000,53000000,523000000
KMB,Consumer Staples,Household Products,2017-12-31,USD,2018-01-05,2018-12-07,102.6775,102.2405,-0.004256044410898178,6587000000,18348000000,11761000000,11761000000,3358000000,931000000,309000000,1242000000,10000000,-318000000,10000000,318000000,None,114000000,None,724000000,3054000000,776000000,318000000,2319000000,2833000000,3372000000,4096000000,2278000000,2929000000,1315000000,None,-104000000,77000000,724000000,785000000,44000000,33000000,2319000000,-851000000,-2421000000,360000000,911000000,911000000,None,1359000000,1359000000,None,None,937000000,None,-790000000,None,-307000000,36000000,15151000000,5211000000,616000000,616000000,1790000000,2315000000,9940000000,7436000000,10479000000,1576000000,1576000000,1576000000,233000000,233000000,None,490000000,695000000,14269000000,5858000000,2834000000,None,953000000,547000000,8350000000,None,7284000000,406000000,6878000000,7425000000,2071000000,299000000,882000000,3288000000,5769000000,473000000,351100000
ANET,Information Technology,Communications Equipment,2017-12-31,USD,2018-01-05,2018-12-07,59.1925,56.2725,-0.04933057397474345,1061769000,1646186000,584417000,584417000,470272000,241903000,349594000,591497000,-1452000,-2780000,-2780000,2780000,-500000,7268000,20200000,20640000,474760000,51559000,2780000,423201000,422738000,477540000,498180000,423201000,631627000,44216000,None,177154000,74673000,20640000,15279000,-5773000,69708000,423201000,-391320000,51469000,None,0,0,None,None,None,None,None,None,None,57111000,None,291269000,753000,2460860000,2266429000,859192000,1535555000,306198000,247346000,194431000,74279000,69020000,0,0,0,712463000,36136000,676363000,96215000,18891000,798946000,529905000,52200000,498740000,None,37673000,233246000,37673000,37673000,37673000,None,37673000,16172000,9745000,1661914000,None,859114000,7000,73706000
CTAS,Industrials,Commercial Services & Supplies,2017-05-31,USD,2017-06-09,2018-05-11,117.221,176.2187,0.5033031624026413,2380295000,5323381000,2943086000,2943086000,773691000,1527380000,None,1629904000,237000,-86287000,237000,86524000,5323381000,237000,171565000,22800000,710826000,230118000,86524000,457286000,502553000,797350000,820150000,480708000,763887000,76600000,None,13225000,66122000,196595000,273317000,93557000,668000,443689000,-2310349000,1578502000,50500000,20724000,20724000,None,142433000,142433000,None,None,1932229000,None,11146000,None,768288000,-2131000,6844057000,1954478000,169266000,169266000,278218000,780328000,4745591000,1323501000,1516377000,3369323000,586988000,2782335000,164800000,20800000,22219000,704447000,31967000,4541264000,1130852000,177051000,None,362900000,50500000,3410412000,None,2770624000,362900000,2770624000,2821124000,11457000,170460000,2302793000,3574000000,5170830000,485068000,104213479
CARR,Industrials,Building Products,2020-12-31,USD,2021-01-08,2021-12-10,40.2689,55.3519,0.374557040296606,15298000000,18281000000,2983000000,12347000000,3083000000,2820000000,419000000,3502000000,None,-298000000,10000000,298000000,18579000000,None,234000000,102000000,2831000000,849000000,298000000,2006000000,2490000000,3083000000,3231000000,1982000000,1692000000,309000000,None,283000000,197000000,336000000,312000000,-49000000,240000000,2006000000,1106000000,-681000000,-23000000,0,0,None,186000000,138000000,None,None,11784000000,None,None,None,2117000000,None,22406000000,5959000000,952000000,952000000,1332000000,2726000000,16447000000,1663000000,2095000000,10967000000,1083000000,9884000000,None,1739000000,None,327000000,256000000,7971000000,4469000000,1701000000,None,None,None,3502000000,682000000,319000000,237000000,82000000,682000000,2299000000,1183000000,14102000000,None,0,0,872800000
MFC,Financials,Insurance,2017-12-31,CAD,2018-01-05,2018-12-07,17.7905,12.9694,-0.2709929456732526,1398593312.04,56650000000,4476700174.75,4476700174.75,3640000000,7233000000,0,54683000000,None,-1139000000,-1139000000,1139000000,None,0,None,560000000,2501000000,239000000,None,2262000000,None,3446000000,4006000000,2068000000,17791000000,None,None,None,None,560000000,0,0,0,None,-16287000000,14000000,None,None,None,None,1780000000,1780000000,None,None,None,None,124000000,None,0,0,729533000000,719693000000,15965000000,15965000000,0,None,9840000000,1281000000,0,4127000000,4127000000,5713000000,None,195545000000,0.02,719693000000,-191113000000,687370000000,675127000000,None,None,None,0,13172000000,0,13172000000,41433663.52,None,13172000000,675127000000,0,41234000000,0,10083000000,22989000000,1986000000
BAX,Health Care,Health Care Equipment & Supplies,2017-12-31,USD,2018-01-05,2018-12-07,65.848,62.5369,-0.05028398736484018,4474000000,10556000000,9517000000,6110000000,1288000000,2627000000,615000000,4032000000,30000000,-55000000,30000000,85000000,50000000,-133000000,596000000,761000000,1093000000,491000000,85000000,609000000,1324000000,1178000000,1939000000,602000000,1714000000,136000000,None,84000000,-106000000,750000000,616000000,-30000000,-76000000,602000000,-1292000000,93000000,None,564000000,564000000,None,315000000,315000000,None,None,633000000,None,-217000000,None,593000000,5000000,17111000000,7263000000,3394000000,3394000000,1475000000,14000000,9848000000,4588000000,5560000000,4476000000,1374000000,3102000000,8000000,47000000,8000000,368000000,787000000,7995000000,2821000000,920000000,None,3000000,3000000,6811000000,None,3509000000,3000000,None,3512000000,1898000000,1665000000,9124000000,7981000000,14483000000,683000000,543000000
WMB,Energy,"Oil, Gas & Consumable Fuels",2017-12-31,USD,2018-01-05,2018-12-07,24.6063,19.2584,-0.2173386490451632,4635000000,8031000000,3396000000,2300000000,927000000,594000000,None,1098000000,None,-1083000000,-367000000,1083000000,1364000000,-25000000,1389000000,347000000,200000000,-1974000000,1083000000,2174000000,2275000000,1283000000,1630000000,2174000000,3089000000,1110000000,None,26000000,101000000,1736000000,2814000000,88000000,-8000000,2509000000,100000000,-2460000000,-93000000,None,None,None,1814000000,992000000,None,2131000000,3333000000,None,2131000000,None,729000000,None,46352000000,2179000000,899000000,899000000,113000000,976000000,47000000000,28211000000,11302000000,8791000000,8744000000,47000000,6552000000,6552000000,None,191000000,619000000,36696000000,2646000000,978000000,361000000,501000000,0,25777000000,None,21436000000,501000000,20935000000,5780000000,806000000,3950000000,9656000000,1041000000,-8434000000,861000000,826933000
HPQ,Information Technology,"Technology Hardware, Storage & Peripherals",2017-10-31,USD,2017-11-10,2018-10-12,18.57,21.2074,0.14202477113624123,9578000000,52056000000,42478000000,42478000000,3368000000,4532000000,1190000000,5924000000,66000000,-309000000,-338000000,309000000,75000000,170000000,353000000,1000000,3276000000,750000000,309000000,2526000000,2546000000,3368000000,3586000000,2526000000,3677000000,456000000,None,2234000000,1799000000,354000000,402000000,453000000,1346000000,2526000000,-1717000000,-1251000000,1086000000,1412000000,1412000000,None,894000000,894000000,None,None,None,None,-1412000000,None,709000000,None,32913000000,22318000000,6997000000,8146000000,5786000000,6305000000,10717000000,1878000000,4080000000,5622000000,3000000000,5622000000,1331000000,61000000,1149000000,5121000000,3095000000,59782000000,22412000000,13279000000,1933000000,1072000000,976000000,18239000000,None,6747000000,96000000,None,-25000000,6953000000,7162000000,-3408000000,None,-2386000000,16000000,1650000000
PUK,Financials,Insurance,2017-12-31,USD,2018-01-05,2018-12-07,38.4776,27.5229,-0.2847033078986216,11057000000,116980418125.06,75333000000,75333000000,4424515361,8033750032,0,112526183493.93,None,-574347608.69,-159173849,574347608.69,None,0,None,None,4454234631.13,1224373961.11,None,3229860670.03,None,3865000000,5027230833.68,3228509263.89,2189277943.70,None,None,None,None,192000000,181088422.5,0,0,None,816000000,-2300093247.02,None,None,None,None,1566279714.04,1566279714.04,None,None,None,None,27176023,None,0,0,667514899252.67,96528237631.26,443261213.29,443261213.29,0,None,570986661621.42,789000000,0,14880332986.47,14880332986.47,2002783896.64,None,549487141370.60,0,92508976417.96,-570986661621.42,645765368866.31,3758260470.02,None,None,None,655431976.97,21645472113.73,68921713.04,15253513472,655431976.97,None,15929024149.63,12181000000,0,21740070543.40,-999999999999999999.99,16657432058.06,174331391.81,1284000000
